N,E
3341524.746407,506322.011384
3341524.074444,506321.270800
3341523.402480,506320.530216
3341522.730517,506319.789632
3341522.058553,506319.049047
3341521.386589,506318.308463
3341520.714626,506317.567879
3341520.042662,506316.827295
3341519.370699,506316.086710
3341518.698735,506315.346126
3341518.026772,506314.605542
3341517.354808,506313.864958
3341516.682845,506313.124373
3341516.010881,506312.383789
3341515.338918,506311.643205
3341514.666954,506310.902621
3341513.994991,506310.162036
3341513.323027,506309.421452
3341512.651064,506308.680868
3341511.979100,506307.940284
3341511.307137,506307.199699
3341510.635173,506306.459115
3341509.963210,506305.718531
3341509.291246,506304.977947
3341508.619283,506304.237363
3341507.947319,506303.496778
3341507.275355,506302.756194
3341506.603392,506302.015610
3341505.931428,506301.275026
3341505.259465,506300.534441
3341504.587501,506299.793857
3341503.915538,506299.053273
3341503.243574,506298.312689
3341502.571611,506297.572104
3341501.899647,506296.831520
3341501.227684,506296.090936
3341500.555720,506295.350352
3341499.883757,506294.609767
3341499.211793,506293.869183
3341498.539830,506293.128599
3341497.867866,506292.388015
3341497.195903,506291.647430
3341496.523939,506290.906846
3341495.851976,506290.166262
3341495.180012,506289.425678
3341494.508049,506288.685093
3341493.836085,506287.944509
3341493.164121,506287.203925
3341492.492158,506286.463341
3341491.820194,506285.722756
3341491.148231,506284.982172
3341490.476267,506284.241588
3341489.804304,506283.501004
3341489.132340,506282.760419
3341488.460377,506282.019835
3341487.788413,506281.279251
3341487.116450,506280.538667
3341486.444486,506279.798082
3341485.772523,506279.057498
3341485.100559,506278.316914
3341484.428596,506277.576330
3341483.756632,506276.835745
3341483.084669,506276.095161
3341482.412705,506275.354577
3341481.740742,506274.613993
3341481.068778,506273.873409
3341480.396815,506273.132824
3341479.724851,506272.392240
3341479.052887,506271.651656
3341478.380924,506270.911072
3341477.708960,506270.170487
3341477.036997,506269.429903
3341476.365033,506268.689319
3341475.693070,506267.948735
3341475.021106,506267.208150
3341474.349143,506266.467566
3341473.677179,506265.726982
3341473.005216,506264.986398
3341472.333252,506264.245813
3341471.661289,506263.505229
3341470.989325,506262.764645
3341470.317362,506262.024061
3341469.645398,506261.283476
3341468.973435,506260.542892
3341468.301471,506259.802308
3341467.629508,506259.061724
3341466.957544,506258.321139
3341466.285581,506257.580555
3341465.613617,506256.839971
3341464.941653,506256.099387
3341464.269690,506255.358802
3341463.597726,506254.618218
3341462.925763,506253.877634
3341462.253799,506253.137050
3341461.581836,506252.396465
3341460.909872,506251.655881
3341460.237909,506250.915297
3341459.565945,506250.174713
3341458.893982,506249.434128
3341458.222018,506248.693544
3341457.550055,506247.952960
3341456.878091,506247.212376
3341456.206128,506246.471791
3341455.534164,506245.731207
3341454.862201,506244.990623
3341454.190237,506244.250039
3341453.518274,506243.509454
3341452.846310,506242.768870
3341452.174347,506242.028286
3341451.502383,506241.287702
3341450.830419,506240.547118
3341450.158456,506239.806533
3341449.486492,506239.065949
3341448.814529,506238.325365
3341448.142565,506237.584781
3341447.470602,506236.844196
3341446.798638,506236.103612
3341446.126675,506235.363028
3341445.454711,506234.622444
3341444.782748,506233.881859
3341444.110784,506233.141275
3341443.438821,506232.400691
3341442.766857,506231.660107
3341442.094894,506230.919522
3341441.422930,506230.178938
3341440.750967,506229.438354
3341440.079003,506228.697770
3341439.407040,506227.957185
3341438.735076,506227.216601
3341438.063113,506226.476017
3341437.391149,506225.735433
3341436.719185,506224.994848
3341436.047222,506224.254264
3341435.375258,506223.513680
3341434.703295,506222.773096
3341434.031331,506222.032511
3341433.359368,506221.291927
3341432.687404,506220.551343
3341432.015441,506219.810759
3341431.343477,506219.070174
3341430.671514,506218.329590
3341429.999550,506217.589006
3341429.327587,506216.848422
3341428.655623,506216.107837
3341427.983660,506215.367253
3341427.311696,506214.626669
3341426.639733,506213.886085
3341425.967769,506213.145500
3341425.295806,506212.404916
3341424.623842,506211.664332
3341423.951879,506210.923748
3341423.279915,506210.183163
3341422.607951,506209.442579
3341421.935988,506208.701995
3341421.264024,506207.961411
3341420.592061,506207.220827
3341419.920097,506206.480242
3341419.248134,506205.739658
3341418.576170,506204.999074
3341417.904207,506204.258490
3341417.232243,506203.517905
3341416.560280,506202.777321
3341415.888316,506202.036737
3341415.216353,506201.296153
3341414.544389,506200.555568
3341413.872426,506199.814984
3341413.200462,506199.074400
3341412.528499,506198.333816
3341411.856535,506197.593231
3341411.184572,506196.852647
3341410.512608,506196.112063
3341409.840645,506195.371479
3341409.168681,506194.630894
3341408.496717,506193.890310
3341407.824754,506193.149726
3341407.152790,506192.409142
3341406.480827,506191.668557
3341405.808863,506190.927973
3341405.136900,506190.187389
3341404.464936,506189.446805
3341403.792973,506188.706220
3341403.121009,506187.965636
3341402.449046,506187.225052
3341401.777082,506186.484468
3341401.105119,506185.743883
3341400.433155,506185.003299
3341399.761192,506184.262715
3341399.089228,506183.522131
3341398.417265,506182.781546
3341397.745301,506182.040962
3341397.073338,506181.300378
3341396.401374,506180.559794
3341395.729411,506179.819209
3341395.057447,506179.078625
3341394.385484,506178.338041
3341393.713520,506177.597457
3341393.041556,506176.856873
3341392.369593,506176.116288
3341391.697629,506175.375704
3341391.025666,506174.635120
3341390.353702,506173.894536
3341389.681739,506173.153951
3341389.009775,506172.413367
3341388.337812,506171.672783
3341387.665848,506170.932199
3341386.993885,506170.191614
3341386.321921,506169.451030
3341385.649958,506168.710446
3341384.977994,506167.969862
3341384.306031,506167.229277
3341383.634067,506166.488693
3341382.962104,506165.748109
3341382.290140,506165.007525
3341381.618177,506164.266940
3341380.946213,506163.526356
3341380.274250,506162.785772
3341379.602286,506162.045188
3341378.930322,506161.304603
3341378.258359,506160.564019
3341377.586395,506159.823435
3341376.914432,506159.082851
3341376.242468,506158.342266
3341375.570505,506157.601682
3341374.898541,506156.861098
3341374.226578,506156.120514
3341373.554614,506155.379929
3341372.882651,506154.639345
3341372.210687,506153.898761
3341371.538724,506153.158177
3341370.866760,506152.417592
3341370.194797,506151.677008
3341369.522833,506150.936424
3341368.850870,506150.195840
3341368.178906,506149.455255
3341367.506943,506148.714671
3341366.834979,506147.974087
3341366.163016,506147.233503
3341365.491052,506146.492918
3341364.819088,506145.752334
3341364.147125,506145.011750
3341363.475161,506144.271166
3341362.803198,506143.530582
3341362.131234,506142.789997
3341361.459271,506142.049413
3341360.787307,506141.308829
3341360.115344,506140.568245
3341359.443380,506139.827660
3341358.771417,506139.087076
3341358.099453,506138.346492
3341357.427490,506137.605908
3341356.755526,506136.865323
3341356.083563,506136.124739
3341355.411599,506135.384155
3341354.739636,506134.643571
3341354.067672,506133.902986
3341353.395709,506133.162402
3341352.723745,506132.421818
3341352.051782,506131.681234
3341351.379818,506130.940649
3341350.707854,506130.200065
3341350.035891,506129.459481
3341349.363927,506128.718897
3341348.691964,506127.978312
3341348.020000,506127.237728
3341347.348037,506126.497144
3341346.676073,506125.756560
3341346.004110,506125.015975
3341345.332146,506124.275391
3341344.660183,506123.534807
3341343.988219,506122.794223
3341343.316256,506122.053638
3341342.644292,506121.313054
3341341.972329,506120.572470
3341341.300365,506119.831886
3341340.628402,506119.091301
3341339.956438,506118.350717
3341339.284475,506117.610133
3341338.612511,506116.869549
3341337.940548,506116.128964
3341337.268584,506115.388380
3341336.596620,506114.647796
3341335.924657,506113.907212
3341335.252693,506113.166627
3341334.580730,506112.426043
3341333.908766,506111.685459
3341333.236803,506110.944875
3341332.564839,506110.204291
3341331.892876,506109.463706
3341331.220912,506108.723122
3341330.548949,506107.982538
3341329.876985,506107.241954
3341329.205022,506106.501369
3341328.533058,506105.760785
3341327.861095,506105.020201
3341327.189131,506104.279617
3341326.517168,506103.539032
3341325.845204,506102.798448
3341325.173241,506102.057864
3341324.501277,506101.317280
3341323.829314,506100.576695
3341323.157350,506099.836111
3341322.485386,506099.095527
3341321.813423,506098.354943
3341321.141459,506097.614358
3341320.469496,506096.873774
3341319.797532,506096.133190
3341319.125569,506095.392606
3341318.453605,506094.652021
3341317.781642,506093.911437
3341317.109678,506093.170853
3341316.437715,506092.430269
3341315.765751,506091.689684
3341315.093788,506090.949100
3341314.421824,506090.208516
3341313.749861,506089.467932
3341313.077897,506088.727347
3341312.405934,506087.986763
3341311.733970,506087.246179
3341311.062007,506086.505595
3341310.390043,506085.765010
3341309.718080,506085.024426
3341309.046116,506084.283842
3341308.374152,506083.543258
3341307.702189,506082.802673
3341307.030225,506082.062089
3341306.358262,506081.321505
3341305.686298,506080.580921
3341305.014335,506079.840336
3341304.342371,506079.099752
3341303.670408,506078.359168
3341302.998444,506077.618584
3341302.326481,506076.878000
3341301.654517,506076.137415
3341300.982554,506075.396831
3341300.310590,506074.656247
3341299.638627,506073.915663
3341298.966663,506073.175078
3341298.294700,506072.434494
3341297.622736,506071.693910
3341296.950773,506070.953326
3341296.278809,506070.212741
3341295.606846,506069.472157
3341294.934882,506068.731573
3341294.262918,506067.990989
3341293.590955,506067.250404
3341292.918991,506066.509820
3341292.247028,506065.769236
3341291.575064,506065.028652
3341290.903101,506064.288067
3341290.231137,506063.547483
3341289.559174,506062.806899
3341288.887210,506062.066315
3341288.215247,506061.325730
3341287.543283,506060.585146
3341286.871320,506059.844562
3341286.199356,506059.103978
3341285.527393,506058.363393
3341284.855429,506057.622809
3341284.183466,506056.882225
3341283.511502,506056.141641
3341282.839539,506055.401056
3341282.167575,506054.660472
3341281.495612,506053.919888
3341280.823648,506053.179304
3341280.151684,506052.438719
3341279.479721,506051.698135
3341278.807757,506050.957551
3341278.135794,506050.216967
3341277.463830,506049.476382
3341276.791867,506048.735798
3341276.119903,506047.995214
3341275.447940,506047.254630
3341274.775976,506046.514046
3341274.104013,506045.773461
3341273.432049,506045.032877
3341272.760086,506044.292293
3341272.088122,506043.551709
3341271.416159,506042.811124
3341270.744195,506042.070540
3341270.072232,506041.329956
3341269.400268,506040.589372
3341268.728305,506039.848787
3341268.056341,506039.108203
3341267.384378,506038.367619
3341266.712414,506037.627035
3341266.040450,506036.886450
3341265.368487,506036.145866
3341264.696523,506035.405282
3341264.024560,506034.664698
3341263.352596,506033.924113
3341262.680633,506033.183529
3341262.008669,506032.442945
3341261.336706,506031.702361
3341260.664742,506030.961776
3341259.992779,506030.221192
3341259.320815,506029.480608
3341258.648852,506028.740024
3341257.976888,506027.999439
3341257.304925,506027.258855
3341256.632961,506026.518271
3341255.960998,506025.777687
3341255.289034,506025.037102
3341254.617071,506024.296518
3341253.945107,506023.555934
3341253.273144,506022.815350
3341252.601180,506022.074765
3341251.929216,506021.334181
3341251.257253,506020.593597
3341250.585289,506019.853013
3341249.913326,506019.112428
3341249.241362,506018.371844
3341248.569399,506017.631260
3341247.897435,506016.890676
3341247.225472,506016.150091
3341246.553508,506015.409507
3341245.881545,506014.668923
3341245.209581,506013.928339
3341244.537618,506013.187755
3341243.865654,506012.447170
3341243.193691,506011.706586
3341242.521727,506010.966002
3341241.849764,506010.225418
3341241.177800,506009.484833
3341240.505837,506008.744249
3341239.833873,506008.003665
3341239.161910,506007.263081
3341238.489946,506006.522496
3341237.817982,506005.781912
3341237.146019,506005.041328
3341236.474055,506004.300744
3341235.802092,506003.560159
3341235.130128,506002.819575
3341234.458165,506002.078991
3341233.786201,506001.338407
3341233.114238,506000.597822
3341232.442274,505999.857238
3341231.770311,505999.116654
3341231.098347,505998.376070
3341230.426384,505997.635485
3341229.754420,505996.894901
3341229.082457,505996.154317
3341228.410493,505995.413733
3341227.738530,505994.673148
3341227.066566,505993.932564
3341226.394603,505993.191980
3341225.722639,505992.451396
3341225.050676,505991.710811
3341224.378712,505990.970227
3341223.706748,505990.229643
3341223.034785,505989.489059
3341222.362821,505988.748474
3341221.690858,505988.007890
3341221.018894,505987.267306
3341220.346931,505986.526722
3341219.674967,505985.786137
3341219.003004,505985.045553
3341218.331040,505984.304969
3341217.659077,505983.564385
3341216.987113,505982.823800
3341216.315150,505982.083216
3341215.643186,505981.342632
3341214.971223,505980.602048
3341214.299259,505979.861464
3341213.627296,505979.120879
3341212.955332,505978.380295
3341212.283369,505977.639711
3341211.611405,505976.899127
3341210.939442,505976.158542
3341210.267478,505975.417958
3341209.595515,505974.677374
3341208.923551,505973.936790
3341208.251587,505973.196205
3341207.579624,505972.455621
3341206.907660,505971.715037
3341206.235697,505970.974453
3341205.563733,505970.233868
3341204.891770,505969.493284
